Year,Water_level
Jan-80,6.913
Feb-80,6.493
Mar-80,6.518
Apr-80,6.15
May-80,6.56
Jun-80,4.903
Jul-80,3.03
Aug-80,4.435
Sep-80,3.497
Oct-80,4.555
Nov-80,6.84
Dec-80,6.78
Jan-81,6.91
Feb-81,6.908
Mar-81,6.57
Apr-81,6.203
May-81,5.12
Jun-81,3.612
Jul-81,2.847
Aug-81,2.858
Sep-81,4.22
Oct-81,5.93
Nov-81,6.86
Dec-81,6.55
Jan-82,6.82
Feb-82,6.723
Mar-82,6.637
Apr-82,5.885
May-82,6.258
Jun-82,2.863
Jul-82,2.847
Aug-82,3.51
Sep-82,4.35
Oct-82,5.963
Nov-82,6.3
Dec-82,6.55
Jan-83,5.61
Feb-83,6.488
Mar-83,6.05
Apr-83,4.72
May-83,2.7
Jun-83,2.47
Jul-83,4.19
Aug-83,4.453
Sep-83,5.603
Oct-83,6.587
Nov-83,6.885
Dec-83,6.55
Jan-84,5.563
Feb-84,5.033
Mar-84,5.497
Apr-84,5.035
May-84,2.5
Jun-84,3.89
Jul-84,2.5
Aug-84,4.215
Sep-84,3.703
Oct-84,5.352
Nov-84,6.787
Dec-84,6.853
Jan-85,6.82
Feb-85,3.425
Mar-85,6.705
Apr-85,5.01
May-85,3.593
Jun-85,3.488
Jul-85,3.643
Aug-85,3.5
Sep-85,5.018
Oct-85,6.163
Nov-85,6.075
Dec-85,6.825
Jan-86,6.813
Feb-86,6.55
Mar-86,6.48
Apr-86,5.985
May-86,6.28
Jun-86,5.87
Jul-86,4.743
Aug-86,4.9
Sep-86,4.612
Oct-86,5.485
Nov-86,6.447
Dec-86,6.795
Jan-87,6.798
Feb-87,6.833
Mar-87,6.79
Apr-87,6.623
May-87,6.757
Jun-87,5.146
Jul-87,4.118
Aug-87,4.435
Sep-87,4.173
Oct-87,5.57
Nov-87,6.405
Dec-87,6.08
Jan-88,6.585
Feb-88,6.427
Mar-88,6.765
Apr-88,6.533
May-88,5.542
Jun-88,5.417
Jul-88,4.8
Aug-88,5.043
Sep-88,6.85
Oct-88,6.355
Nov-88,6.753
Dec-88,6.65
Jan-89,6.774
Feb-89,6.808
Mar-89,6.417
Apr-89,6.44
May-89,5.818
Jun-89,3.695
Jul-89,3.97
Aug-89,4.295
Sep-89,4.173
Oct-89,5.57
Nov-89,6.405
Dec-89,6.08
Jan-90,5.61
Feb-90,6.488
Mar-90,6.05
Apr-90,4.72
May-90,3.805
Jun-90,3.815
Jul-90,4.19
Aug-90,4.453
Sep-90,5.603
Oct-90,6.587
Nov-90,6.885
Dec-90,6.55
Jan-91,7.023
Feb-91,7.205
Mar-91,7.115
Apr-91,6.628
May-91,6.34
Jun-91,5.263
Jul-91,3.038
Aug-91,4.5
Sep-91,2.413
Oct-91,3.72
Nov-91,4.338
Dec-91,5.78
Jan-92,6.845
Feb-92,6.817
Mar-92,5.644
Apr-92,4.075
May-92,3.68
Jun-92,3.223
Jul-92,2.44
Aug-92,4.453
Sep-92,5.44
Oct-92,4.97
Nov-92,5.135
Dec-92,6.59
Jan-93,5.563
Feb-93,5.033
Mar-93,5.497
Apr-93,5.035
May-93,4.573
Jun-93,3.89
Jul-93,3.837
Aug-93,4.603
Sep-93,4.44
Oct-93,5.7
Nov-93,6.075
Dec-93,6.613
Jan-94,6.77
Feb-94,5.69
Mar-94,4.745
Apr-94,3.918
May-94,4.413
Jun-94,4.423
Jul-94,3.993
Aug-94,3.708
Sep-94,5.44
Oct-94,5.718
Nov-94,4.917
Dec-94,5.14
Jan-95,5.695
Feb-95,6.198
Mar-95,5.473
Apr-95,5.508
May-95,6.673
Jun-95,4.793
Jul-95,4.505
Aug-95,4.848
Sep-95,5.23
Oct-95,5.478
Nov-95,5.875
Dec-95,5.71
Jan-96,5.599
Feb-96,5.645
Mar-96,5.205
Apr-96,5.008
May-96,5.36
Jun-96,4.423
Jul-96,3.993
Aug-96,3.708
Sep-96,5.44
Oct-96,5.718
Nov-96,4.95
Dec-96,5.05
Jan-97,5.695
Feb-97,6.198
Mar-97,5.473
Apr-97,5.508
May-97,6.673
Jun-97,4.793
Jul-97,4.505
Aug-97,4.848
Sep-97,5.23
Oct-97,5.478
Nov-97,5.663
Dec-97,5.433
Jan-98,5.633
Feb-98,5.543
Mar-98,5.257
Apr-98,5.23
May-98,4.527
Jun-98,4.376
Jul-98,4.253
Aug-98,4.603
Sep-98,4.44
Oct-98,5.7
Nov-98,6.075
Dec-98,6.613
Jan-99,6.77
Feb-99,5.69
Mar-99,4.745
Apr-99,3.918
May-99,4.575
Jun-99,4.473
Jul-99,3.993
Aug-99,3.708
Sep-99,5.268
Oct-99,5.27
Nov-99,5.283
Dec-99,5.34
Jan-00,6.576
Feb-00,6.427
Mar-00,6.765
Apr-00,6.533
May-00,5.542
Jun-00,5.417
Jul-00,4.8
Aug-00,5.043
Sep-00,6.85
Oct-00,6.355
Nov-00,6.753
Dec-00,6.65
1-Jan,5.563
1-Feb,5.033
1-Mar,5.497
1-Apr,4.75
1-May,4.1
1-Jun,4.493
1-Jul,4.69
1-Aug,3.807
1-Sep,3.963
1-Oct,4.08
1-Nov,6.075
1-Dec,6.613
2-Jan,6.77
2-Feb,5.69
2-Mar,3.33
2-Apr,3.482
2-May,2.66
2-Jun,3.01
2-Jul,4.8
2-Aug,5.333
2-Sep,4.308
2-Oct,4.776
2-Nov,4.473
2-Dec,5.247
3-Jan,6.225
3-Feb,6.507
3-Mar,6.576
3-Apr,5.693
3-May,5.203
3-Jun,4.52
3-Jul,3.86
3-Aug,4.388
3-Sep,3.846
3-Oct,4.563
3-Nov,5.385
3-Dec,6.08
4-Jan,5.673
4-Feb,5.613
4-Mar,5
4-Apr,6.058
4-May,6.538
4-Jun,6.9
4-Jul,7.15
4-Aug,7.48
4-Sep,4.477
4-Oct,5.485
4-Nov,6.447
4-Dec,6.795
5-Jan,5.11
5-Feb,5.033
5-Mar,5.497
5-Apr,5.035
5-May,4.573
5-Jun,3.89
5-Jul,3.837
5-Aug,4.603
5-Sep,4.44
5-Oct,5.7
5-Nov,6.075
5-Dec,6.613
6-Jan,6.576
6-Feb,6.427
6-Mar,6.765
6-Apr,6.533
6-May,5.542
6-Jun,5.417
6-Jul,4.8
6-Aug,5.043
6-Sep,6.85
6-Oct,6.355
6-Nov,6.753
6-Dec,6.65
7-Jan,5.563
7-Feb,5.033
7-Mar,5.497
7-Apr,5.035
7-May,4.573
7-Jun,3.89
7-Jul,3.837
7-Aug,4.603
7-Sep,3.98
7-Oct,4.747
7-Nov,5.417
7-Dec,6.733
8-Jan,8.038
8-Feb,9.01
8-Mar,6.765
8-Apr,11.09
8-May,11.727
8-Jun,10.788
8-Jul,9.33
8-Aug,8.333
8-Sep,7.733
8-Oct,12.06
8-Nov,6.753
8-Dec,13.91
9-Jan,14.407
9-Feb,15.07
9-Mar,16.078
9-Apr,15.57
9-May,13.805
9-Jun,13.4
9-Jul,12.1
9-Aug,10.876
9-Sep,12.37
9-Oct,12.37
9-Nov,6.753
9-Dec,6.65
