Year,Water_level
Oct-96,3.7
Nov-96,3.663
Dec-96,4.038
Jan-97,4.27
Feb-97,4.355
Mar-97,4.407
Apr-97,3.895
May-97,3.553
Jun-97,3.058
Jul-97,2.853
Aug-97,2.778
Sep-97,3.21
Oct-97,3.377
Nov-97,3.755
Dec-97,4.012
Jan-98,4.22
Feb-98,4.398
Mar-98,4.483
Apr-98,3.98
May-98,3.773
Jun-98,2.962
Jul-98,2.845
Aug-98,2.76
Sep-98,3.21
Oct-98,3.46
Nov-98,3.905
Dec-98,4.095
Jan-99,4.883
Feb-99,5.245
Mar-99,5.214
Apr-99,5.157
May-99,4.66
Jun-99,4.248
Jul-99,4.057
Aug-99,3.49
Sep-99,3.55
Oct-99,4.445
Nov-99,4.705
Dec-99,4.76
Jan-00,4.41
Feb-00,4.525
Mar-00,4.657
Apr-00,4.311
May-00,3.24
Jun-00,2.835
Jul-00,3.075
Aug-00,2.853
Sep-00,2.807
Oct-00,3.263
Nov-00,3.73
Dec-00,4.094
1-Jan,4.274
1-Feb,4.54
1-Mar,4
1-Apr,3.588
1-May,4.18
1-Jun,2.88
1-Jul,2.96
1-Aug,3.117
1-Sep,3.28
1-Oct,3.463
1-Nov,3.71
1-Dec,4.01
2-Jan,4.355
2-Feb,4.523
2-Mar,4.668
2-Apr,4.505
2-May,3.603
2-Jun,2.797
2-Jul,2.685
2-Aug,2.857
2-Sep,3.29
2-Oct,3.7
2-Nov,3.845
2-Dec,4.187
3-Jan,4.4
3-Feb,4.628
3-Mar,4.805
3-Apr,4.5
3-May,4.018
3-Jun,3.032
3-Jul,2.875
3-Aug,3.19
3-Sep,3.3
3-Oct,3.483
3-Nov,3.757
3-Dec,4.06
4-Jan,4.41
4-Feb,4.525
4-Mar,4.657
4-Apr,4.557
4-May,3.476
4-Jun,2.9
4-Jul,2.483
4-Aug,2.595
4-Sep,2.765
4-Oct,3.29
4-Nov,3.743
4-Dec,4.133
5-Jan,4.486
5-Feb,4.74
5-Mar,4.667
5-Apr,4.275
5-May,4.15
5-Jun,3.98
5-Jul,3.515
5-Aug,3.498
5-Sep,3.413
5-Oct,4.22
5-Nov,4.38
5-Dec,4.533
6-Jan,4.85
6-Feb,4.993
6-Mar,4.873
6-Apr,5.143
6-May,4.84
6-Jun,3.667
6-Jul,3.3
6-Aug,3.92
6-Sep,4.26
6-Oct,4.358
6-Nov,4.65
6-Dec,4.587
7-Jan,5.035
7-Feb,5.183
7-Mar,5.288
7-Apr,4.43
7-May,4
7-Jun,3.125
7-Jul,3.38
7-Aug,3.4
7-Sep,2.875
7-Oct,3.87
7-Nov,4.273
7-Dec,4.464
8-Jan,4.703
8-Feb,4.85
8-Mar,4.96
8-Apr,4.82
8-May,4.725
8-Jun,4.068
8-Jul,3.805
8-Aug,3.655
8-Sep,3.413
8-Oct,4
8-Nov,4.31
8-Dec,4.673
9-Jan,4.883
9-Feb,5.245
9-Mar,5.214
9-Apr,5.255
9-May,4.74
9-Jun,4.298
9-Jul,4.057
9-Aug,3.49
9-Sep,3.767
9-Oct,4.445
9-Nov,4.705
9-Dec,4.76
10-Jan,5.183
10-Feb,5.5
10-Mar,5.288
10-Apr,4.43
10-May,4
10-Jun,3.125
10-Jul,3.38
10-Aug,3.167
10-Sep,2.71
10-Oct,3.15
10-Nov,4.14
10-Dec,4.453
"Jan-10, 5.2",
"Feb-10, 5.3",
"Mar-10, 5.4",
"Apr-10, 5.5",
"May-10, 5.6",
"Jun-10, 5.6",
"Jul-10, 5.7",
"Aug-10, 5.8",
"Sep-10, 5.9",
"Oct-10, 6.0",
"Nov-10, 6.1",
"Dec-10, 6.2",
"Jan-11, 6.3",
"Feb-11, 6.4",
"Mar-11, 6.5",
"Apr-11, 6.6",
"May-11, 6.7",
"Jun-11, 6.8",
"Jul-11, 6.9",
"Aug-11, 7.0",
"Sep-11, 7.1",
"Oct-11, 7.2",
"Nov-11, 7.3",
"Dec-11, 7.4",
"Jan-12, 7.5",
"Feb-12, 7.6",
"Mar-12, 7.7",
"Apr-12, 7.8",
"May-12, 7.9",
"Jun-12, 8.0",
"Jul-12, 8.1",
"Aug-12, 8.2",
"Sep-12, 8.3",
"Oct-12, 8.4",
"Nov-12, 8.5",
"Dec-12, 8.6",
"Jan-13, 8.7",
"Feb-13, 8.8",
"Mar-13, 8.9",
"Apr-13, 9.0",
"May-13, 9.1",
"Jun-13, 9.2",
"Jul-13, 9.3",
"Aug-13, 9.4",
"Sep-13, 9.5",
"Oct-13, 9.6",
"Nov-13, 9.7",
"Dec-13, 9.8",
"Jan-14, 9.9",
"Feb-14, 10.0",
"Mar-14, 10.1",
"Apr-14, 10.2",
"May-14, 10.3",
"Jun-14, 10.4",
"Jul-14, 10.5",
"Aug-14, 10.6",
"Sep-14, 10.7",
"Oct-14, 10.8",
"Nov-14, 10.9",
"Dec-14, 11.0",
"Jan-15, 11.1",
"Feb-15, 11.2",
"Mar-15, 11.3",
"Apr-15, 11.4",
"May-15, 11.5",
"Jun-15, 11.6",
"Jul-15, 11.7",
"Aug-15, 11.8",
"Sep-15, 11.9",
"Oct-15, 12.0",
"Nov-15, 12.1",
"Dec-15, 12.2",
"Jan-16, 12.3",
"Feb-16, 12.4",
"Mar-16, 12.5",
"Apr-16, 12.6",
"May-16, 12.7",
"Jun-16, 12.8",
"Jul-16, 12.9",
"Aug-16, 13.0",
"Sep-16, 13.1",
"Oct-16, 13.2",
"Nov-16, 13.3",
"Dec-16, 13.4",
"Jan-17, 13.5",
"Feb-17, 13.6",
"Mar-17, 13.7",
"Apr-17, 13.8",
"May-17, 13.9",
"Jun-17, 14.0",
"Jul-17, 14.1",
"Aug-17, 14.2",
"Sep-17, 14.3",
"Oct-17, 14.4",
"Nov-17, 14.5",
"Dec-17, 14.6",
"Jan-18, 14.7",
"Feb-18, 14.8",
"Mar-18, 14.9",
"Apr-18, 15.0",
"May-18, 15.1",
"Jun-18, 15.2",
"Jul-18, 15.3",
"Aug-18, 15.4",
"Sep-18, 15.5",
"Oct-18, 15.6",
"Nov-18, 15.7",
"Dec-18, 15.8",
"Jan-19, 15.9",
"Feb-19, 16.0",
"Mar-19, 16.1",
"Apr-19, 16.2",
"May-19, 16.3",
"Jun-19, 16.4",
"Jul-19, 16.5",
"Aug-19, 16.6",
"Sep-19, 16.7",
"Oct-19, 16.8",
"Nov-19, 16.9",
"Dec-19, 17.0",
"Jan-20, 17.1",
"Feb-20, 17.2",
"Mar-20, 17.3",
"Apr-20, 17.4",
"May-20, 17.5",
"Jun-20, 17.6",
"Jul-20, 17.7",
"Aug-20, 17.8",
"Sep-20, 17.9",
"Oct-20, 18.0",
"Nov-20, 18.1",
"Dec-20, 18.2",
"Jan-21, 18.3",
"Feb-21, 18.4",
"Mar-21, 18.5",
"Apr-21, 18.6",
"May-21, 18.7",
"Jun-21, 18.8",
"Jul-21, 18.9",
"Aug-21, 19.0",
"Sep-21, 19.1",
"Oct-21, 19.2",
"Nov-21, 19.3",
"Dec-21, 19.4",
"Jan-22, 19.5",
"Feb-22, 19.6",
"Mar-22, 19.7",
"Apr-22, 19.8",
"May-22, 19.9",
"Jun-22, 20.0",
"Jul-22, 20.1",
"Aug-22, 20.2",
"Sep-22, 20.3",
"Oct-22, 20.4",
"Nov-22, 20.5",
"Dec-22, 20.6",
"Jan-23, 20.7",
"Feb-23, 20.8",
"Mar-23, 20.9",
"Apr-23, 21.0",
"May-23, 21.1",
"Jun-23, 21.2",
"Jul-23, 21.3",
"Aug-23, 21.4",
"Sep-23, 21.5",
"Oct-23, 21.6",
"Nov-23, 21.7",
"Dec-23, 21.8",
"Jan-24, 21.9",
"Feb-24, 22.0",
"Mar-24, 22.1",
"Apr-24, 22.2",
